         2666047 function calls (2625147 primitive calls) in 2.395 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _kdtree.py:287(node)
        1    0.000    0.000    0.000    0.000 collections.py:1954(_MeshData)
        1    0.000    0.000    0.000    0.000 pointset.py:1731(UnstructuredGrid)
        1    0.000    0.000    0.000    0.000 colors.py:1919(AsinhNorm)
        1    0.000    0.000    0.000    0.000 events.py:106(TimerHandle)
        1    0.000    0.000    0.000    0.000 __init__.py:839(ZipExtFile)
       32    0.000    0.000    0.000    0.000 plotter.py:390(theme)
        8    0.000    0.000    0.000    0.000 {method 'SetBackground' of 'vtkmodules.vtkRenderingCore.vtkViewport' objects}
        1    0.000    0.000    0.000    0.000 integer.py:242(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 accessor.py:19(DirNamesMixin)
        1    0.000    0.000    0.000    0.000 base_events.py:276(Server)
        1    0.000    0.000    0.000    0.000 charts.py:282(Brush)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 ticker.py:199(Formatter)
        1    0.000    0.000    0.000    0.000 image_sources.py:715(ImageGridSource)
        1    0.000    0.000    0.000    0.000 ast.py:69(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 _base.py:204(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 lines.py:1468(AxLine)
        5    0.000    0.000    0.000    0.000 constructor.py:165(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 ticker.py:1936(_Edge_integer)
        1    0.000    0.000    0.000    0.000 matcher.py:20(State)
        1    0.000    0.000    0.000    0.000 tracker.py:85(TrackedReport)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mapper.py:1046(_BaseVolumeMapper)
        1    0.000    0.000    0.000    0.000 themes.py:63(_set_plot_theme_from_env)
        3    0.000    0.000    0.000    0.000 {method 'GetDataTypeSize' of 'vtkmodules.vtkCommonCore.vtkAbstractArray' objects}
        1    0.000    0.000    0.000    0.000 _vtk_core.py:432(VersionInfo)
        1    0.000    0.000    0.000    0.000 backend_tools.py:900(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 pointset.py:2324(StructuredGrid)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
       23    0.000    0.000    0.000    0.000 <frozen codecs>:331(getstate)
        1    0.000    0.000    0.000    0.000 exceptions.py:67(HTTPException)
        1    0.000    0.000    0.000    0.000 ticker.py:2708(LogitLocator)
        1    0.000    0.000    0.000    0.000 runner.py:30(TextTestResult)
       40    0.000    0.000    0.000    0.000 _process_tir.py:11(get_parameters)
        1    0.000    0.000    0.000    0.000 ewm.py:933(OnlineExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 core.py:5050(DelimitedList)
        9    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 Format.py:72(Format)
        7    0.000    0.000    0.000    0.000 typing.py:3042(<lambda>)
        1    0.000    0.000    0.000    0.000 resample.py:2078(TimeGrouper)
        1    0.000    0.000    0.000    0.000 scale.py:29(ScaleBase)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
       23    0.000    0.000    0.000    0.000 scanner.py:690(check_document_start)
        1    0.000    0.000    0.000    0.000 provider.py:124(DefaultJSONProvider)
        3    0.000    0.000    0.000    0.000 _add_docstring.py:11(add_newdoc)
        1    0.000    0.000    0.000    0.000 render_window_interactor.py:1525(CustomStyle)
        1    0.000    0.000    0.000    0.000 ticker.py:271(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1480(PercentFormatter)
        1    0.000    0.000    0.000    0.000 types.py:226(Choice)
        1    0.000    0.000    0.000    0.000 blocks.py:2003(EABackedBlock)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1773(C14NWriterTarget)
       16    0.000    0.000    0.000    0.000 deprecation.py:174(__set_name__)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.ascontiguousarray}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1611(ParamSpec)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 version.py:422(major)
        1    0.000    0.000    0.000    0.000 charts.py:4295(ChartPie)
        1    0.000    0.000    0.000    0.000 _watch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:572(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 pathlib.py:151(_Selector)
        1    0.000    0.000    0.000    0.000 _patch.py:13(Patch)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        1    0.000    0.000    0.000    0.000 widgets.py:1298(TextBox)
        1    0.000    0.000    0.000    0.000 trsock.py:4(TransportSocket)
        1    0.000    0.000    0.000    0.000 themes.py:161(_ThemeConfig)
        2    0.000    0.000    0.000    0.000 Image.py:3506(register_extension)
        1    0.000    0.000    0.000    0.000 observers.py:104(__init__)
        1    0.000    0.000    0.000    0.000 integer.py:221(Int32Dtype)
       33    0.000    0.000    0.000    0.000 __init__.py:78(<genexpr>)
        3    0.000    0.000    0.000    0.000 _util.py:34(register_writer)
        1    0.000    0.000    0.000    0.000 lookup_table.py:29(lookup_table_ndarray)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
       19    0.000    0.000    0.000    0.000 _decorators.py:258(future_version_msg)
        1    0.000    0.000    0.000    0.000 themes.py:476(_DepthPeelingConfig)
        1    0.000    0.000    0.000    0.000 minidom.py:34(Node)
        1    0.000    0.000    0.000    0.000 layout_engine.py:27(LayoutEngine)
        1    0.000    0.000    0.000    0.000 {method 'Set' of 'vtkmodules.vtkCommonCore.vtkWeakReference' objects}
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        7    0.000    0.000    0.000    0.000 getlimits.py:157(_register_type)
        1    0.000    0.000    0.000    0.000 accessor.py:234(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 kin_rc.py:7(KinRC)
        1    0.000    0.000    0.000    0.000 image_sources.py:135(ImageMandelbrotSource)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(__init__)
        1    0.000    0.000    0.000    0.000 text.py:149(Text)
       11    0.000    0.000    0.000    0.000 utils.py:43(<genexpr>)
        1    0.000    0.000    0.000    0.000 resample.py:1878(PeriodIndexResampler)
        7    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
        1    0.000    0.000    0.000    0.000 rolling.py:1466(RollingAndExpandingMixin)
        3    0.000    0.000    0.000    0.000 response.py:40(_set_property)
        1    0.000    0.000    0.000    0.000 Image.py:3468(register_mime)
        1    0.000    0.000    0.000    0.000 themes.py:1587(_CameraConfig)
        1    0.000    0.000    0.000    0.000 environment.py:1520(TemplateModule)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 patches.py:2770(_Base)
       22    0.000    0.000    0.000    0.000 core.py:3472(<genexpr>)
        1    0.000    0.000    0.000    0.000 _arrow_string_mixins.py:14(ArrowStringArrayMixin)
        1    0.000    0.000    0.000    0.000 timed.py:22(TimestampSigner)
        1    0.000    0.000    0.000    0.000 etag.py:6(ETags)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:39(isdir)
        2    0.000    0.000    0.000    0.000 config.py:566(deprecate_option)
        1    0.000    0.000    0.000    0.000 dates.py:1719(DateConverter)
        1    0.000    0.000    0.000    0.000 vtkAlgorithm.py:8(VTKAlgorithm)
       11    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:712(__init__)
       14    0.000    0.000    0.000    0.000 deprecation.py:181(_deprecate_positional_args)
        1    0.000    0.000    0.000    0.000 datetimelike_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 MF52.py:13(MF52)
        1    0.000    0.000    0.000    0.000 compiler.py:1365(_FinalizeInfo)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 parse.py:144(_ResultMixinBytes)
        4    0.000    0.000    0.000    0.000 __init__.py:167(__ge__)
        1    0.000    0.000    0.000    0.000 axes_assembly.py:966(AxesAssemblySymmetric)
       16    0.000    0.000    0.000    0.000 _testutils.py:62(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:347(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 widgets.py:3152(RectangleSelector)
        1    0.000    0.000    0.000    0.000 floating.py:16(FloatingDtype)
        1    0.000    0.000    0.000    0.000 constructor.py:482(FullConstructor)
        1    0.000    0.000    0.000    0.000 cli.py:514(FlaskGroup)
        1    0.000    0.000    0.000    0.000 _utils.py:62(AttributeDict)
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
       21    0.000    0.000    0.000    0.000 __init__.py:470(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 _util.py:18(DeferredError)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'SetGradientBackground' of 'vtkmodules.vtkRenderingCore.vtkViewport' objects}
        1    0.000    0.000    0.000    0.000 diagnose.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:253(Unauthorized)
        1    0.000    0.000    0.000    0.000 themes.py:558(_SilhouetteConfig)
       20    0.000    0.000    0.000    0.000 themes.py:1241(tube_width)
       15    0.000    0.000    0.000    0.000 results.py:455(<lambda>)
        1    0.000    0.000    0.000    0.000 request.py:2145(FancyURLopener)
        2    0.000    0.000    0.000    0.000 rcsetup.py:886(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 signer.py:76(Signer)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 dates.py:1133(RRuleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1680(IndexLocator)
        1    0.000    0.000    0.000    0.000 indexing.py:156(IndexingMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:271(EntryPoints)
        3    0.000    0.000    0.000    0.000 core.py:1835(add_command)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 common.py:110(IOHandles)
       10    0.000    0.000    0.000    0.000 rcsetup.py:399(validate_fontweight)
        2    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1158(create_module)
        3    0.000    0.000    0.000    0.000 __init__.py:506(<genexpr>)
        1    0.000    0.000    0.000    0.000 wishbone.py:9(Wishbone)
        6    0.000    0.000    0.000    0.000 case.py:426(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 art3d.py:539(Patch3DCollection)
       14    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 py311.py:1(<module>)
       20    0.000    0.000    0.000    0.000 themes.py:1289(slider_length)
        1    0.000    0.000    0.000    0.000 diskcache_manager.py:13(DiskcacheManager)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 _csc.py:17(_csc_base)
        1    0.000    0.000    0.000    0.000 patches.py:2276(_Style)
        1    0.000    0.000    0.000    0.000 random.py:222(__init_subclass__)
       33    0.000    0.000    0.000    0.000 function_base.py:20(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 serializer.py:11(Serializer)
        1    0.000    0.000    0.000    0.000 categorical.py:2774(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 geometric_sources.py:782(MultipleLinesSource)
        1    0.000    0.000    0.000    0.000 events.py:169(AbstractServer)
        1    0.000    0.000    0.000    0.000 _trifinder.py:27(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 pytables.py:2643(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 mixins.py:145(ImmutableHeadersMixin)
        1    0.000    0.000    0.000    0.000 cg.py:5(CG)
        1    0.000    0.000    0.000    0.000 cache_control.py:121(RequestCacheControl)
        1    0.000    0.000    0.000    0.000 _nnls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charts.py:2086(LinePlot2D)
        6    0.000    0.000    0.000    0.000 selectors.py:275(_key_from_fd)
        1    0.000    0.000    0.000    0.000 __init__.py:768(_get_backend_or_none)
       20    0.000    0.000    0.000    0.000 renderer.py:784(actors)
        1    0.000    0.000    0.000    0.000 charts.py:2872(StackPlot)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:305(DOMBuilderFilter)
       24    0.000    0.000    0.000    0.000 patches.py:2337(<genexpr>)
        1    0.000    0.000    0.000    0.000 kin_pc.py:7(KinPC)
        1    0.000    0.000    0.000    0.000 _tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2286(RewriteSymbolics)
        1    0.000    0.000    0.000    0.000 art3d.py:467(PathPatch3D)
        1    0.000    0.000    0.000    0.000 threading.py:1042(_set_native_id)
        1    0.000    0.000    0.000    0.000 __init__.py:353(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:23(BarrierSubproblem)
        1    0.000    0.000    0.000    0.000 __init__.py:99(version_info)
       20    0.000    0.000    0.000    0.000 themes.py:1193(cap_length)
        1    0.000    0.000    0.000    0.000 pickle_helpers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 matfuncs.py:1(<module>)
        8    0.000    0.000    0.000    0.000 tag.py:69(__init__)
        1    0.000    0.000    0.000    0.000 _svdp.py:51(_AProd)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
